Parent Path,File Name,Exists in Webb UI,MUI 5,Total Components,Includes Style Guide,Additional Details
ui/src/app/components/reports/cdn-optimization-details/cdn-optimization-details-page.jsx,cdn-optimization-details-page.jsx,Box,"ToggleButtonGroup
ToggleButton
grey
Grid",5,True,
ui/src/app/components/notifications/snmp-form.jsx,snmp-form.jsx,,Collapse,1,False,
ui/src/app/components/notifications/notification-table.jsx,notification-table.jsx,"DeleteIcon
DuplicateIcon
EditIcon",,3,True,
ui/src/app/components/notifications/method-form-container.jsx,method-form-container.jsx,ExpandMoreIcon,"AccordionSummary
AccordionDetails
Accordion",4,False,
ui/src/app/components/notifications/product-areas-form.tsx,product-areas-form.tsx,,Collapse,1,True,
ui/src/app/components/notifications/product-areas-form-container.tsx,product-areas-form-container.tsx,Typography,"AccordionDetails
Accordion
withStyles",4,False,
ui/src/app/components/notifications/form-components/server.jsx,server.jsx,"Radio
FormLabel
Checkbox
FormControlLabel","RadioGroup
FormControl
Collapse",7,True,
ui/src/app/components/notifications/form-components/security-level.jsx,security-level.jsx,"Radio
FormLabel
FormControlLabel","RadioGroup
FormControl",5,False,
ui/src/app/components/notifications/form-components/shared.jsx,shared.jsx,"Box
ErrorOutlineIcon",withStyles,3,True,
ui/src/app/components/notifications/form-components/privacy.jsx,privacy.jsx,,Collapse,1,False,
ui/src/app/components/notifications/form-components/auth.jsx,auth.jsx,,Collapse,1,False,
ui/src/app/components/notifications/form-components/snmp-version.jsx,snmp-version.jsx,"Radio
FormLabel
FormControlLabel","RadioGroup
FormControl",5,False,
ui/src/app/components/notifications/form-components/privacy-type.jsx,privacy-type.jsx,,MenuItem,1,False,
ui/src/app/components/notifications/form-components/remote-engine-id.jsx,remote-engine-id.jsx,"FormControlLabel
Checkbox",Collapse,3,True,
ui/src/app/components/notifications/form-components/notification-mechanism.jsx,notification-mechanism.jsx,"Radio
FormLabel
FormControlLabel","RadioGroup
FormControl",5,False,
ui/src/app/components/notifications/form-components/auth-type.jsx,auth-type.jsx,,MenuItem,1,False,
ui/src/app/components/notifications/onboarding/admin-nav-tip.jsx,admin-nav-tip.jsx,"ClickAwayListener
DialogActions
DialogContent
Popper
Paper",withStyles,6,True,
ui/src/app/components/button/chip-button.jsx,chip-button.jsx,Button,,1,True,"Color :question_mark: library?

 Webb UI Related Notes:
 Button"
ui/src/app/components/time-range-select/time-range-select.jsx,time-range-select.jsx,TextField,MenuItem,2,False,
ui/src/app/components/compound-charts/table-timegraph.jsx,table-timegraph.jsx,"IconButton
Modal
DialogTitle
CloseIcon
Typography",,5,False,"

 Webb UI Related Notes:
 Modal
 DialogTitle
 Typography
 IconButton
 CloseIcon"
ui/src/app/components/deployment-settings/side-menu.tsx,side-menu.tsx,Box,,1,True,"

 Webb UI Related Notes:
 Box"
ui/src/app/components/deployment-settings/deployment-settings-page.tsx,deployment-settings-page.tsx,,Grid,1,True,"

 Webb UI Related Notes:
 "
ui/src/app/components/deployment-settings/ui-settings/edit-logo-section.tsx,edit-logo-section.tsx,Box,makeStyles,2,True,"

 Webb UI Related Notes:
 Box
 makeStyles"
ui/src/app/components/deployment-settings/ui-settings/image-section.tsx,image-section.tsx,,"makeStyles
Grid",2,True,"

 Webb UI Related Notes:
 makeStyles"
ui/src/app/components/deployment-settings/ui-settings/navbar-preview.tsx,navbar-preview.tsx,"DashboardIcon
Theme
AssessmentIcon
Paper
PolicyIcon
SettingsApplicationsIcon","grey
makeStyles",8,True,"

 Webb UI Related Notes:
 Paper
 DashboardIcon
 AssessmentIcon
 PolicyIcon
 SettingsApplicationsIcon
 makeStyles
 Theme
 * grey"
ui/src/app/components/deployment-settings/ui-settings/custom-announcement.tsx,custom-announcement.tsx,,Grid,1,True,"

 Webb UI Related Notes:
 "
ui/src/app/components/deployment-settings/ui-settings/ui-settings.tsx,ui-settings.tsx,,Grid,1,True,"

 Webb UI Related Notes:
 "
ui/src/app/components/deployment-settings/ui-settings/file-dropzone.tsx,file-dropzone.tsx,,makeStyles,1,True,"

 Webb UI Related Notes:
 makeStyles"
ui/src/app/components/deployment-settings/ui-settings/logo-sizes-toggle.tsx,logo-sizes-toggle.tsx,"Box
FormLabel","ToggleButtonGroup
ToggleButton
FormControl",5,True,"

 Webb UI Related Notes:
 Box
 FormControl
 Form"
ui/src/app/components/deployment-settings/ui-settings/global-support-link.tsx,global-support-link.tsx,,Grid,1,True,"

 Webb UI Related Notes:
 "
ui/src/app/components/deployment-settings/ui-settings/edit-image-dialog.tsx,edit-image-dialog.tsx,"Box
DialogActions
DialogContent
Dialog
Paper",makeStyles,6,True,"

 Webb UI Related Notes:
 Paper
 Dialog
 DialogActions
 DialogContent
 Box
 makeStyles"
ui/src/app/components/deployment-settings/ui-settings/reset-all-to-default-button.tsx,reset-all-to-default-button.tsx,"DialogContent
Dialog
DialogActions",,3,True,"

 Webb UI Related Notes:
 Dialog
 DialogActions
 DialogContent"
ui/src/app/components/query-details/query-details-drawer.jsx,query-details-drawer.jsx,Drawer,,1,False,
ui/src/app/components/query-details/query-details.jsx,query-details.jsx,"Typography
DialogTitle
CloseIcon
IconButton",,4,True,
ui/src/app/components/query-details/data-view-link.jsx,data-view-link.jsx,MUIOpenInNewIcon,,1,True,
ui/src/app/components/explore/display-title-select.jsx,display-title-select.jsx,Select,grey,2,True,
ui/src/app/components/explore/shared.jsx,shared.jsx,"MUIFormControlLabel
red
Checkbox
MUIWarningIcon",withStyles,5,True,
ui/src/app/components/explore/explore-constants.mjs,explore-constants.mjs,"green
orange
blue",,3,True,
ui/src/app/components/explore/explorer-theme.jsx,explorer-theme.jsx,"green
createTheme
MuiThemeProvider
red
blue
amber",,6,True,
ui/src/app/components/explore/explore-data-display.jsx,explore-data-display.jsx,Typography,Grid,2,True,
ui/src/app/components/explore/dialog-theme-provider.jsx,dialog-theme-provider.jsx,"createTheme
MuiThemeProvider",,2,True,
ui/src/app/components/explore/error-handling/cube-error-handler.jsx,cube-error-handler.jsx,Typography,"ListItem
grey
List
ListItemText",5,True,
ui/src/app/components/explore/error-handling/error-container.jsx,error-container.jsx,,grey,1,True,
ui/src/app/components/explore/table/position-filter-button.jsx,position-filter-button.jsx,"IconButton
ClickAwayListener
MenuList
Paper
Popper
Typography",MenuItem,7,True,
ui/src/app/components/explore/table/exploratory-table.jsx,exploratory-table.jsx,,grey,1,True,
ui/src/app/components/explore/table/remove-filter-icon.jsx,remove-filter-icon.jsx,"SvgIcon
blue",,2,False,
ui/src/app/components/explore/table/add-filter-icon.jsx,add-filter-icon.jsx,SvgIcon,,1,False,
ui/src/app/components/explore/table/view-type-select.jsx,view-type-select.jsx,TableChartIcon,MenuItem,2,True,
ui/src/app/components/explore/table/filter-list.jsx,filter-list.jsx,Box,,1,True,
ui/src/app/components/explore/table/measure-filter-list.jsx,measure-filter-list.jsx,,grey,1,True,
ui/src/app/components/explore/table/summary-checkbox.tsx,summary-checkbox.tsx,Checkbox,withStyles,2,False,
ui/src/app/components/explore/saved-queries/legacy-queries/open-in-explore-button.jsx,open-in-explore-button.jsx,"Box
AssessmentIcon",withStyles,3,True,
ui/src/app/components/explore/saved-queries/legacy-queries/legacy-query-import-dialog.jsx,legacy-query-import-dialog.jsx,"Typography
DialogContent
Dialog
DialogActions",,4,True,
ui/src/app/components/explore/saved-queries/view-queries/run-query-button.jsx,run-query-button.jsx,PlayArrowIcon,withStyles,2,True,
ui/src/app/components/explore/saved-queries/view-queries/view-queries.jsx,view-queries.jsx,"IconButton
Box
CloseIcon
Typography",withStyles,5,False,
ui/src/app/components/explore/saved-queries/view-queries/view-queries-search.jsx,view-queries-search.jsx,,"Grid
withStyles",2,True,
ui/src/app/components/explore/saved-queries/view-queries/view-queries-drawer.jsx,view-queries-drawer.jsx,Drawer,,1,False,
ui/src/app/components/explore/saved-queries/view-queries/view-queries-button.jsx,view-queries-button.jsx,Box,,1,False,
ui/src/app/components/explore/saved-queries/view-queries/queries-list-item.jsx,queries-list-item.jsx,Typography,"Grid
withStyles",3,True,
ui/src/app/components/explore/saved-queries/view-queries/favorite-query.jsx,favorite-query.jsx,"orange
StarIcon
StarBorderIcon",withStyles,4,True,
ui/src/app/components/explore/saved-queries/view-queries/delete-query-dialog.jsx,delete-query-dialog.jsx,"Typography
DialogContent
Dialog
DialogActions",,4,True,
ui/src/app/components/explore/saved-queries/view-queries/queries-list.jsx,queries-list.jsx,"Box
Typography","Grid
withStyles",4,True,
ui/src/app/components/explore/saved-queries/view-queries/options/duplicate-item.jsx,duplicate-item.jsx,FileCopyIcon,,1,False,
ui/src/app/components/explore/saved-queries/view-queries/options/delete-item.jsx,delete-item.jsx,DeleteIcon,,1,False,
ui/src/app/components/explore/saved-queries/view-queries/options/open-in-new-tab-item.jsx,open-in-new-tab-item.jsx,OpenInNewIcon,,1,False,
ui/src/app/components/explore/saved-queries/view-queries/options/rename-item.jsx,rename-item.jsx,CreateIcon,,1,False,
ui/src/app/components/explore/saved-queries/view-queries/options/options-menu-item.jsx,options-menu-item.jsx,Typography,"ListItemIcon
MenuItem
withStyles",4,True,
ui/src/app/components/explore/saved-queries/view-queries/options/options-menu.jsx,options-menu.jsx,MenuList,withStyles,2,True,
ui/src/app/components/explore/saved-queries/view-queries/options/options-button.jsx,options-button.jsx,"Popover
ClickAwayListener
MoreVertIcon
Paper",withStyles,5,True,
ui/src/app/components/explore/saved-queries/save-query/save-query-button.jsx,save-query-button.jsx,Box,,1,False,
ui/src/app/components/explore/saved-queries/save-query/saved-query-form.jsx,saved-query-form.jsx,"Box
FormLabel
DialogActions
DialogContent
Typography",withStyles,6,True,
ui/src/app/components/explore/saved-queries/save-query/save-query-dialog.tsx,save-query-dialog.tsx,Dialog,,1,False,
ui/src/app/components/explore/saved-queries/save-query/save-changes-menu.jsx,save-changes-menu.jsx,"FileCopyOutlinedIcon
Box
SaveOutlinedIcon
UndoOutlinedIcon
Typography","grey
withStyles
ListItemIcon
ListItemText",9,True,
ui/src/app/components/explore/alerts/policy/alert-visualization.tsx,alert-visualization.tsx,,grey,1,True,
ui/src/app/components/explore/alerts/policy/name-dialog/description-input.tsx,description-input.tsx,FormLabel,,1,True,
ui/src/app/components/explore/alerts/policy/name-dialog/name-input.tsx,name-input.tsx,FormLabel,,1,True,
ui/src/app/components/explore/alerts/policy/name-dialog/policy-name-description-form.tsx,policy-name-description-form.tsx,"DialogContent
DialogActions",,2,True,
ui/src/app/components/explore/alerts/policy/conditions/condition-dialog-actions.tsx,condition-dialog-actions.tsx,DialogActions,,1,True,
ui/src/app/components/explore/alerts/policy/conditions/conditions-display.tsx,conditions-display.tsx,,"grey
Grid",2,False,
ui/src/app/components/explore/alerts/policy/conditions/condition-delete-confirmation-modal.tsx,condition-delete-confirmation-modal.tsx,Box,,1,True,
ui/src/app/components/explore/alerts/policy/conditions/conditions-drop-down-menu.tsx,conditions-drop-down-menu.tsx,,grey,1,False,
ui/src/app/components/explore/alerts/policy/conditions/condition-tabs.tsx,condition-tabs.tsx,DialogContent,,1,False,
ui/src/app/components/explore/alerts/policy/conditions/forms/min-threshold-filter.tsx,min-threshold-filter.tsx,,"ErrorOutline
withStyles",2,True,
ui/src/app/components/explore/alerts/policy/conditions/forms/baseline-period-filter.tsx,baseline-period-filter.tsx,ArrowDropDownIcon,,1,True,
ui/src/app/components/explore/alerts/policy/conditions/forms/baseline-condition-form.tsx,baseline-condition-form.tsx,blue,,1,False,
ui/src/app/components/explore/alerts/policy/conditions/forms/reactions/notify-when-checkboxes.tsx,notify-when-checkboxes.tsx,FormGroup,,1,False,
ui/src/app/components/explore/alerts/policy/conditions/forms/reactions/email-server/password-input.tsx,password-input.tsx,InputAdornment,,1,False,
ui/src/app/components/explore/alerts/event-details/subevent-detail.tsx,subevent-detail.tsx,,"grey
Grid",2,False,
ui/src/app/components/explore/alerts/event-details/event-details-page.tsx,event-details-page.tsx,,Grid,1,True,
ui/src/app/components/explore/alerts/alerts-events-list/tab-content-alerts.tsx,tab-content-alerts.tsx,Box,Grid,2,False,
ui/src/app/components/explore/alerts/alerts-events-list/events-alert-list-page.tsx,events-alert-list-page.tsx,Box,Grid,2,True,
ui/src/app/components/explore/alerts/alerts-events-list/tab-content-events.tsx,tab-content-events.tsx,Box,Grid,2,False,
ui/src/app/components/explore/alerts/alerts-events-list/event-status-tag.tsx,event-status-tag.tsx,,grey,1,True,
ui/src/app/components/explore/alerts/alerts-events-list/events-alerts-tabs.tsx,events-alerts-tabs.tsx,Box,,1,False,
ui/src/app/components/explore/alerts/alerts-events-list/oi-table/events-table.tsx,events-table.tsx,Box,,1,True,
ui/src/app/components/explore/alerts/alerts-events-list/oi-table/alerts-table.tsx,alerts-table.tsx,Box,,1,True,
ui/src/app/components/explore/alerts/alerts-events-list/oi-table/row-actions/delete-confirmation-modal.tsx,delete-confirmation-modal.tsx,Box,,1,True,
ui/src/app/components/explore/alerts/alerts-events-list/oi-table/row-actions/alerts-switch.tsx,alerts-switch.tsx,Switch,,1,False,
ui/src/app/components/explore/header-bar/header.jsx,header.jsx,Box,,1,False,
ui/src/app/components/explore/header-bar/inline-header-button.jsx,inline-header-button.jsx,,"grey
withStyles",2,True,
ui/src/app/components/explore/header-bar/header-title.jsx,header-title.jsx,Box,,1,True,
ui/src/app/components/explore/header-bar/cache-control-button.jsx,cache-control-button.jsx,UpdateIcon,,1,True,
ui/src/app/components/explore/header-bar/header-left-section.jsx,header-left-section.jsx,Box,,1,False,
ui/src/app/components/explore/header-bar/export/download-dataset.jsx,download-dataset.jsx,"Typography
TextField",MenuItem,3,True,
ui/src/app/components/explore/header-bar/export/export-modal.jsx,export-modal.jsx,"Typography
MUIDialogContent
Dialog
Paper",,4,True,
ui/src/app/components/explore/header-bar/export/export-button.jsx,export-button.jsx,Typography,,1,False,
ui/src/app/components/explore/header-bar/menu/explore-menu.jsx,explore-menu.jsx,"RefreshIcon
ErrorOutlineIcon
AssessmentIcon
MenuList
Typography",,5,True,
ui/src/app/components/explore/header-bar/menu/menu-button.jsx,menu-button.jsx,"ClickAwayListener
Paper
Popper
MenuIcon",,4,True,
ui/src/app/components/explore/header-bar/menu/explore-menu.styles.tsx,explore-menu.styles.tsx,,"ListItemIcon
MenuItem
withStyles",3,True,
ui/src/app/components/explore/header-bar/menu/download-page-pdf/download-page-pdf.tsx,download-page-pdf.tsx,Typography,CircularProgress,2,True,
ui/src/app/components/explore/header-bar/share/share-menu.jsx,share-menu.jsx,"ListItemSecondaryAction
MenuList
Typography","MenuItem
ListItemText",5,True,
ui/src/app/components/explore/header-bar/share/share-button.jsx,share-button.jsx,"SvgIcon
ClickAwayListener
Popper
Paper",,4,False,
ui/src/app/components/explore/header-bar/share/persistent-url-menu-item.jsx,persistent-url-menu-item.jsx,"ListItemSecondaryAction
ExpandLess
MenuList
Typography","MenuItem
ExpandMore
ListItemText
Collapse",8,True,
ui/src/app/components/explore/visualization/histogram-dialog.tsx,histogram-dialog.tsx,"Box
DialogActions
DialogContent
Dialog
Typography",,5,True,
ui/src/app/components/explore/visualization/settings-gear-menu.tsx,settings-gear-menu.tsx,,makeStyles,1,True,
ui/src/app/components/explore/visualization/settings-gear-menu-confirmation-modal.tsx,settings-gear-menu-confirmation-modal.tsx,"DialogTitle
Paper",withStyles,3,True,
ui/src/app/components/explore/visualization/use-overflow-menu-items.jsx,use-overflow-menu-items.jsx,SettingsIcon,,1,False,
ui/src/app/components/explore/visualization/visualization-display.jsx,visualization-display.jsx,"Box
ClickAwayListener
Popper
Paper",,4,False,
ui/src/app/components/explore/visualization/visualization-change-dialog.jsx,visualization-change-dialog.jsx,"DialogContent
DialogActions",,2,True,
ui/src/app/components/explore/visualization/visualization-select.jsx,visualization-select.jsx,BarChartIcon,"makeStyles
MenuItem
grey",4,True,
ui/src/app/components/explore/visualization/recoverable-visualization-error-handler.jsx,recoverable-visualization-error-handler.jsx,,"ListItem
grey
List
ListItemText",4,True,
ui/src/app/components/explore/query-config/submit-button.jsx,submit-button.jsx,"Button
PlayArrowIcon
CloseIcon","withStyles
CircularProgress",5,True,
ui/src/app/components/explore/query-config/sidebar-select.jsx,sidebar-select.jsx,Select,MenuItem,2,False,
ui/src/app/components/explore/query-config/measure-count-confirmation.jsx,measure-count-confirmation.jsx,Typography,,1,False,
ui/src/app/components/explore/query-config/modal-dropdown-button.jsx,modal-dropdown-button.jsx,"createTheme
MuiThemeProvider
red
MUIButton",grey,5,True,
ui/src/app/components/explore/query-config/data-panel.jsx,data-panel.jsx,DataIcon,,1,False,
ui/src/app/components/explore/query-config/modal-validated-text-field.jsx,modal-validated-text-field.jsx,"createTheme
MuiThemeProvider",grey,3,True,
ui/src/app/components/explore/query-config/control-modal.jsx,control-modal.jsx,"OutlinedInput
DialogContent
DialogTitle
Dialog
Paper
Typography
DataIcon",withStyles,8,True,
ui/src/app/components/explore/query-config/shared.jsx,shared.jsx,"MUIIconButton
MUIAccordionDetails
MUIFormControlLabel
MUITypography
MUIAccordion
MUIAccordionSummary
red
InputLabel
DeleteIcon
MUICheckbox","grey
withStyles",12,True,
ui/src/app/components/explore/query-config/sidebar.jsx,sidebar.jsx,"blue
ChevronLeft
MenuIcon",Grid,4,True,
ui/src/app/components/explore/query-config/unsaved-changes-dialog.jsx,unsaved-changes-dialog.jsx,"Box
DialogActions
DialogContent
Dialog
Typography",,5,True,
ui/src/app/components/explore/query-config/control-modal-actions.jsx,control-modal-actions.jsx,DialogActions,,1,False,
ui/src/app/components/explore/query-config/tabbed-controls.jsx,tabbed-controls.jsx,"MUITabs
MUITab","makeStyles
withStyles",4,True,
ui/src/app/components/explore/query-config/sidebar-panel.tsx,sidebar-panel.tsx,"AccordionProps as MUIAccordionProps
ExpandMoreIcon
SvgIconTypeMap
OverridableComponent",,4,False,
ui/src/app/components/explore/query-config/sidebar-button.jsx,sidebar-button.jsx,"ArrowRightIcon
Button",,2,True,
ui/src/app/components/explore/query-config/modal-popper.jsx,modal-popper.jsx,"MUIPopper
MUIDialogActions
MUIDialogContent
ClickAwayListener
MUIPaper",,5,True,
ui/src/app/components/explore/query-config/database-control/database-control.jsx,database-control.jsx,Box,,1,True,
ui/src/app/components/explore/query-config/slice-or-control/slice-dimension.jsx,slice-dimension.jsx,"Box
ArrowIcon
AddCircleOutlineIcon",,3,True,
ui/src/app/components/explore/query-config/slice-or-control/slice-match.jsx,slice-match.jsx,,"makeStyles
grey",2,False,
ui/src/app/components/explore/query-config/slice-or-control/slice-card.jsx,slice-card.jsx,"FilterListIcon
MUIOpenInNewIcon
IconButton
red
CloseIcon
SettingsIcon",,6,True,
ui/src/app/components/explore/query-config/slice-or-control/add-slice-controls.jsx,add-slice-controls.jsx,"MUIIconButton
MUIAddCircleOutlineIcon
MUIPopper
ClickAwayListener
purple
MenuList
Paper
Typography
pink",MenuItem,10,True,
ui/src/app/components/explore/query-config/slice-or-control/position/slice-position-select.tsx,slice-position-select.tsx,Box,,1,False,
ui/src/app/components/explore/query-config/dimensions-control/dimension-removal-confirmation.tsx,dimension-removal-confirmation.tsx,Typography,,1,False,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-control.jsx,dimensions-control.jsx,Box,,1,True,
ui/src/app/components/explore/query-config/dimensions-control/dimension-card.jsx,dimension-card.jsx,"SettingsIcon
MUIOpenInNewIcon
CloseIcon
IconButton",,4,True,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-modal/footer-button.jsx,footer-button.jsx,CloseIcon,grey,2,True,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-modal/dimensions-modal.jsx,dimensions-modal.jsx,MUIDialogContent,grey,2,False,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-modal/filter-header-bar.jsx,filter-header-bar.jsx,,Grid,1,True,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-modal/modal-sidebar.jsx,modal-sidebar.jsx,,grey,1,True,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-modal/dimension-sidebar-card.jsx,dimension-sidebar-card.jsx,"CloseIcon
IconButton",,2,True,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-modal/search-input.jsx,search-input.jsx,"MUICancelRoundedIcon
TextField
MUISearchIcon
InputAdornment",grey,5,False,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-modal/dimensions-selection-list.jsx,dimensions-selection-list.jsx,,grey,1,False,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-modal/group-filtering.jsx,group-filtering.jsx,"ArrowDropDownIcon
Box
ClickAwayListener
blue
Checkbox
Popper
Paper
FormControlLabel",,8,True,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-modal/modal-sidebar-rows.jsx,modal-sidebar-rows.jsx,DragIndicatorIcon,,1,True,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-modal/dimension-group/split-selection-cell.jsx,split-selection-cell.jsx,,grey,1,False,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-modal/dimension-group/shared.jsx,shared.jsx,Checkbox,grey,2,True,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-modal/dimension-group/dimension-attributes-popover.jsx,dimension-attributes-popover.jsx,"Popover
MoreVertIcon
IconButton",,3,True,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-modal/dimension-group/dimension-menu.jsx,dimension-menu.jsx,"AddCircleOutlineIcon
OpenInNewIcon","List
ListItem
ListItemText",5,False,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-modal/dimension-group/attributes-menu.jsx,attributes-menu.jsx,,"ListItem
List
ListItemText",3,True,
ui/src/app/components/explore/query-config/dimensions-control/dimensions-modal/dimension-group/dimension-split-option.jsx,dimension-split-option.jsx,,grey,1,False,
ui/src/app/components/explore/query-config/applys-control/count-dimensions-multi-selector.tsx,count-dimensions-multi-selector.tsx,Box,,1,True,
ui/src/app/components/explore/query-config/applys-control/top-dimensions-selector.jsx,top-dimensions-selector.jsx,"ArrowDropDownIcon
MUIButton",withStyles,3,True,
ui/src/app/components/explore/query-config/applys-control/apply-card.jsx,apply-card.jsx,"IconButton
CloseIcon
blue
EditIcon",,4,True,
ui/src/app/components/explore/query-config/applys-control/histogram-function/histogram-dimension-select.tsx,histogram-dimension-select.tsx,Box,,1,False,
ui/src/app/components/explore/query-config/measures-control/capacity-auto-suggest.jsx,capacity-auto-suggest.jsx,,withStyles,1,True,
ui/src/app/components/explore/query-config/measures-control/measure-auto-suggest.tsx,measure-auto-suggest.tsx,,withStyles,1,True,
ui/src/app/components/explore/query-config/measures-control/measures-modal.jsx,measures-modal.jsx,,Grid,1,False,
ui/src/app/components/explore/query-config/measures-control/capacity-form.jsx,capacity-form.jsx,Box,,1,True,
ui/src/app/components/explore/query-config/measures-control/percent-total-checkbox.jsx,percent-total-checkbox.jsx,"MUIIconButton
MUIEditIcon",,2,False,
ui/src/app/components/explore/query-config/measures-control/ratio-checkbox.jsx,ratio-checkbox.jsx,"MUIIconButton
MUIEditIcon",,2,False,
ui/src/app/components/explore/query-config/measures-control/capacity-checkbox.jsx,capacity-checkbox.jsx,"MUIIconButton
MUIEditIcon",,2,False,
ui/src/app/components/explore/query-config/query-feedback/feedback-card.jsx,feedback-card.jsx,"Box
Typography
MUIDialogContent
MUIDialogTitle",,4,True,
ui/src/app/components/explore/query-config/query-feedback/query-feedback.jsx,query-feedback.jsx,"MUISuccessIcon
IconButton
green
Badge",,4,False,
ui/src/app/components/explore/query-config/query-feedback/query-feedback-state.tsx,query-feedback-state.tsx,,makeStyles,1,False,
ui/src/app/components/explore/query-config/query-feedback/feedback-popper.jsx,feedback-popper.jsx,"IconButton
MUICloseIcon
Popper
Paper",grey,5,False,
ui/src/app/components/explore/query-config/query-feedback/guardrails-messaging.tsx,guardrails-messaging.tsx,Typography,"ListItem
List",3,False,
ui/src/app/components/explore/query-config/query-feedback/feedback-badge.tsx,feedback-badge.tsx,Badge,withStyles,2,False,
ui/src/app/components/explore/query-config/time-panel/time-panel.tsx,time-panel.tsx,QueryBuilderIcon,,1,False,
ui/src/app/components/explore/query-config/time-panel/time-panel-radio-group.tsx,time-panel-radio-group.tsx,"Box
FormControlLabel
Radio",RadioGroup,4,True,
ui/src/app/components/explore/query-config/time-panel/relative-range-radio-option/relative-range-radio-option.tsx,relative-range-radio-option.tsx,Box,,1,False,
ui/src/app/components/explore/query-config/time-panel/relative-range-radio-option/relative-time-range-control.tsx,relative-time-range-control.tsx,Box,,1,True,
ui/src/app/components/explore/query-config/time-panel/date-range-radio-option/date-range-radio-option.tsx,date-range-radio-option.tsx,Box,,1,True,
ui/src/app/components/explore/query-config/boundary-control/boundary-tags.jsx,boundary-tags.jsx,CloseIcon,,1,True,
ui/src/app/components/explore/query-config/boundary-control/boundary-form.jsx,boundary-form.jsx,"red
RemoveCircleIcon
IconButton",,3,False,
ui/src/app/components/explore/query-config/boundary-control/boundary-tag-menu.jsx,boundary-tag-menu.jsx,"OpenInNewIcon
Popover
CloseIcon",MenuItem,4,True,
ui/src/app/components/explore/query-config/boundary-control/boundary-modal.jsx,boundary-modal.jsx,"DialogContent
DialogActions",,2,False,
ui/src/app/components/explore/query-config/boundary-control/form-components/boundary-select.jsx,boundary-select.jsx,,MenuItem,1,False,
ui/src/app/components/explore/onboarding/welcome-modal.jsx,welcome-modal.jsx,"MUIDialogTitle
MUIDialogActions
MUIDialogContent
Dialog
Typography",,5,True,
ui/src/app/components/explore/onboarding/legacy-menu-tip.jsx,legacy-menu-tip.jsx,"MUIDialogActions
MUIDialogContent
ClickAwayListener
Popper
Paper",,5,True,
ui/src/app/components/explore/onboarding/sparkles-icon.jsx,sparkles-icon.jsx,SvgIcon,,1,False,
ui/src/app/components/manage-selections/manage-selections-dialog.jsx,manage-selections-dialog.jsx,"Box
MuiDialogActions
MuiDialogContent
Dialog",,4,True,
ui/src/app/components/layout/sidebar.jsx,sidebar.jsx,,grey,1,True,
ui/src/app/components/layout/layout-constants.mjs,layout-constants.mjs,,grey,1,True,
ui/src/app/components/layout/page-header-container.jsx,page-header-container.jsx,Box,,1,False,
ui/src/app/components/dashboard-editor/editor-sidebar.jsx,editor-sidebar.jsx,AddCircleIcon,,1,True,"

 Webb UI Related Notes:
 "
ui/src/app/components/dashboard-editor/permissions-selector.jsx,permissions-selector.jsx,Popover,"ListItem
List
ListItemText",4,True,"

 Webb UI Related Notes:
 Popover
 
 "
ui/src/app/components/dashboard-editor/visible-toggle.jsx,visible-toggle.jsx,"Typography
Switch
FormControlLabel",,3,True,"

 Webb UI Related Notes:
 Typography
 Switch
 FormControlLabel"
ui/src/app/components/dashboard-editor/section-editor.jsx,section-editor.jsx,"AddCircleIcon
TextField",MenuItem,3,True,"

 Webb UI Related Notes:
 AddCircleIcon
 TextField
 MenuItem"
ui/src/app/components/dashboard-editor/schema-error-list.jsx,schema-error-list.jsx,"Card
WarningIcon","ListItemIcon
ListItem
ListItemText",5,True,"

 Webb UI Related Notes:
 ListItemIcon
 WarningIcon
 Card"
ui/src/app/components/dashboard-editor/editor-topbar.jsx,editor-topbar.jsx,"OpenIcon
Popover
Input
ExportIcon
MoreIcon
DeleteIcon
DuplicateIcon
WarningIcon
ImportIcon
SaveIcon","List
ListItemIcon
ListItem
ListItemText",14,True,"

 Webb UI Related Notes:
 Popover
 ListItemIcon
 Input
 MoreIcon
 SaveIcon
 OpenIcon
 DuplicateIcon
 ImportIcon
 ExportIcon
 DeleteIcon
 WarningIcon"
ui/src/app/components/dashboard-editor/control-editor.jsx,control-editor.jsx,AddCircleIcon,,1,True,"

 Webb UI Related Notes:
 AddCircleIcon
 Dropdown button :question_mark:"
ui/src/app/components/dashboard-editor/labels-selector.jsx,labels-selector.jsx,Typography,,1,True,"

 Webb UI Related Notes:
 Typography"
