Parent Path,File Name,Exists in Webb UI,MUI 5,Total Components,Includes Style Guide,Additional Details
ui/src/app/components/dashboard-editor/query-editor.jsx,query-editor.jsx,DeleteIcon,,1,True,"

 Webb UI Related Notes:
 DeleteIcon"
ui/src/app/components/ui-settings/ui-settings-page.jsx,ui-settings-page.jsx,EqualizerIcon,,1,True,
ui/src/app/components/ui-settings/ui-settings-theme-provider.jsx,ui-settings-theme-provider.jsx,"amber
MuiThemeProvider
createTheme",,3,True,
ui/src/app/components/ui-settings/card-link.jsx,card-link.jsx,"blue
Button
MUIArrowForward
Typography",grey,5,True,
ui/src/app/components/ui-settings/explore/dimension-search.jsx,dimension-search.jsx,,FormControl,1,False,
ui/src/app/components/ui-settings/explore/display-name-cell.jsx,display-name-cell.jsx,Typography,,1,False,
ui/src/app/components/ui-settings/explore/explore-page.jsx,explore-page.jsx,"Typography
blue",,2,True,
ui/src/app/components/ui-settings/explore/explore-utils.jsx,explore-utils.jsx,"Switch
EditIcon",,2,True,
ui/src/app/components/ui-settings/explore/title-description-cell.jsx,title-description-cell.jsx,Typography,,1,False,
ui/src/app/components/ui-settings/explore/dimension-edit/dimension-edit-modal.jsx,dimension-edit-modal.jsx,"MUIDialogContent
Dialog
Paper",grey,4,True,
ui/src/app/components/ui-settings/explore/dimension-edit/shared.jsx,shared.jsx,MuiChip,,1,True,
ui/src/app/components/ui-settings/explore/dimension-edit/visibility-toggle.jsx,visibility-toggle.jsx,MUISwitch,,1,False,
ui/src/app/components/ui-settings/explore/dimension-edit/queryable-attributes.jsx,queryable-attributes.jsx,"MUIWarningIcon
amber",,2,True,
ui/src/app/components/ui-settings/explore/dimension-edit/dimension-edit-form.jsx,dimension-edit-form.jsx,,grey,1,True,
ui/src/app/components/ui-settings/explore/dimension-edit/checkbox-list.jsx,checkbox-list.jsx,"MUICheckbox
MUIFormControlLabel",,2,True,
ui/src/app/components/ui-settings/explore/dimension-edit/multi-select.jsx,multi-select.jsx,"MUIPopper
TextField
ClickAwayListener
Paper
InputAdornment",ArrowDropDown,6,True,
ui/src/app/components/about/about.jsx,about.jsx,Typography,,1,True,"

 Webb UI Related Notes:
 Typography"
ui/src/app/components/dashboard/dashboard-sub-header.jsx,dashboard-sub-header.jsx,Typography,Grid,2,True,"

 Webb UI Related Notes:
 Typography
 Grid"
ui/src/app/components/dashboard/dashboard-sidebar-theme.jsx,dashboard-sidebar-theme.jsx,"green
createTheme
MuiThemeProvider
red
blue
Button",withStyles,7,True,"

 Webb UI Related Notes:
 withStyles
 createTheme
 MuiThemeProvider :question_mark:
 Button
 blue
 green
 red"
ui/src/app/components/dashboard/control.jsx,control.jsx,"ExpandMoreIcon
FilterListIcon
AccessTimeIcon
ErrorIcon
_Typography","Accordion
withStyles
AccordionDetails
AccordionSummary",9,True,"

 Webb UI Related Notes:
 Accordion
 AccordionSummary
 AccordionDetails
 withStyles
 Typography
 AccessTimeIcon
 FilterListIcon
 ExpandMoreIcon
 ErrorIcon"
ui/src/app/components/dashboard/dashboard-section.jsx,dashboard-section.jsx,,Grid,1,False,"

 Webb UI Related Notes:
 Grid"
ui/src/app/components/dashboard/sidebar.jsx,sidebar.jsx,"ChevronLeft
MenuIcon
blue
PlayArrowIcon",withStyles,5,True,"

 Webb UI Related Notes:
 blue
 withStyles
 ChevronLeft
 MenuIcon
 PlayArrowIcon"
ui/src/app/components/dashboard/experimental-label.jsx,experimental-label.jsx,amber,,1,True,"

 Webb UI Related Notes:
 amber"
ui/src/app/components/dashboard/more-menu.jsx,more-menu.jsx,"DownloadIcon
Paper
ToggleOffIcon
MenuIcon
HomeIcon
HomeOutlinedIcon
Popover
ToggleOnIcon
EditIcon","List
ListItem",11,True,"

 Webb UI Related Notes:
 MenuIcon
 DownloadIcon
 EditIcon
 HomeIcon
 HomeOutlinedIcon
 ToggleOffIcon
 ToggleOnIcon
 Popover
 Paper
 Button :question_mark: style guide"
ui/src/app/components/dashboard/dashboard-display.jsx,dashboard-display.jsx,OpenInNewIcon,,1,True,"

 Webb UI Related Notes:
 OpenInNewIcon"
ui/src/app/components/dashboard/content.jsx,content.jsx,"Box
Typography","Grid
withStyles",4,True,"

 Webb UI Related Notes:
 Box
 Typography
 Grid
 withStyles"
ui/src/app/components/dashboard/drill-menu.jsx,drill-menu.jsx,Menu,"MenuItem
ListSubheader
ListItemText",4,True,"

 Webb UI Related Notes:
 Menu
 MenuItem"
ui/src/app/components/dashboard/controls/time-range-control.jsx,time-range-control.jsx,"InputLabel
TextField","MenuItem
withStyles",4,True,"

 Webb UI Related Notes:
 withStyles
 MenuItem
 TextField
 InputLabel"
ui/src/app/components/dashboard/controls/dimension-select-control.jsx,dimension-select-control.jsx,TextField,"MenuItem
withStyles",3,True,"

 Webb UI Related Notes:
 withStyles
 MenuItem
 TextField"
ui/src/app/components/dashboard/controls/dimensions-control.jsx,dimensions-control.jsx,"Checkbox
Typography","ListItem
withStyles
List
ListItemText",6,False,"

 Webb UI Related Notes:
 withStyles
 Checkbox
 Typography"
ui/src/app/components/dashboard/controls/query-group-control.jsx,query-group-control.jsx,,"ToggleButtonGroup
ToggleButton",2,False,
ui/src/app/components/dashboard/controls/slice-control.jsx,slice-control.jsx,"ArrowDropDownIcon
TextField
Popover
red
ClearIcon
Checkbox
InputLabel
FormControlLabel","withStyles
ArrowForward
List
ListItem
ListItemText",13,True,"

 Webb UI Related Notes:
 withStyles
 red
 Popover
 FormControlLabel
 Checkbox
 InputLabel
 TextField
 ClearIcon
 ArrowForward
 ArrowDropDownIcon"
ui/src/app/components/dashboard/visualizations/dashboard-region-map.jsx,dashboard-region-map.jsx,"Typography
Breadcrumbs","ToggleButtonGroup
ToggleButton
grey",5,True,"

 Webb UI Related Notes:
 grey
 Breadcrumbs
 Typography
 ToggleButtonGroup"
ui/src/app/components/dashboard/visualizations/dashboard-region-map-table.jsx,dashboard-region-map-table.jsx,"orange
WarningIcon",,2,True,"

 Webb UI Related Notes:
 orange
 WarningIcon"
ui/src/app/components/organizations/organization-edit-form.jsx,organization-edit-form.jsx,Box,,1,True,
ui/src/app/components/organizations/organization-editor.tsx,organization-editor.tsx,"Box
Paper",Grid,3,True,
ui/src/app/components/organizations/organizations.jsx,organizations.jsx,"Box
Delete
Create
IconButton",,4,True,
ui/src/app/components/organizations/add-organization-modal.tsx,add-organization-modal.tsx,"DialogContent
Dialog
DialogActions",,3,True,
ui/src/app/components/organizations/organization-permissions-wrapper.jsx,organization-permissions-wrapper.jsx,Typography,,1,True,
ui/src/app/components/organizations/organization-edit-page.jsx,organization-edit-page.jsx,,Grid,1,True,
ui/src/app/components/organizations/portal-config/policy-select.tsx,policy-select.tsx,,withStyles,1,True,
ui/src/app/components/organizations/portal-config/protected-objects-button.jsx,protected-objects-button.jsx,"ArrowRightIcon
Button",CircularProgress,3,True,
ui/src/app/components/organizations/portal-config/policy-row.tsx,policy-row.tsx,"Box
DeleteIcon
IconButton",,3,True,
ui/src/app/components/organizations/portal-config/defender-mssp-portal-config.jsx,defender-mssp-portal-config.jsx,"Box
ErrorOutlineIcon
Checkbox
Typography
FormControlLabel",withStyles,6,True,
ui/src/app/components/organizations/portal-config/protected-objects-modal/protected-objects-modal.jsx,protected-objects-modal.jsx,"createTheme
MuiThemeProvider
blue
DialogActions
DialogContent
DialogTitle
Dialog
Paper
Typography
PolicyIcon","grey
ListSubheader",12,True,
ui/src/app/components/visualizations-api/recoverable-query-error-handler.jsx,recoverable-query-error-handler.jsx,,"ListItem
grey
List
ListItemText",4,True,
ui/src/app/components/login/login.tsx,login.tsx,"CssBaseline
ClassNameMap
InputLabel
Theme","withStyles
Grid
makeStyles",7,True,
ui/src/app/components/data-view/data-view-sidebar.jsx,data-view-sidebar.jsx,Typography,,1,True,
ui/src/app/components/data-view/data-view-treemap.jsx,data-view-treemap.jsx,"Typography
Switch
FormControlLabel",grey,4,True,
ui/src/app/components/data-view/data-view-table.jsx,data-view-table.jsx,"Typography
LockIcon",,2,True,
ui/src/app/components/data-view/data-view-save-dialog.jsx,data-view-save-dialog.jsx,"DialogContent
Paper
Dialog
DialogActions",,4,True,
ui/src/app/components/data-view/data-view-bulk-editor.jsx,data-view-bulk-editor.jsx,Typography,grey,2,True,
ui/src/app/components/data-view/data-view-sidebar/data-view-sidebar-slider.jsx,data-view-sidebar-slider.jsx,"Slider
FormLabel",grey,3,True,
ui/src/app/components/data-view/data-view-sidebar/data-view-sidebar-protected-switch.jsx,data-view-sidebar-protected-switch.jsx,"Switch
FormControlLabel",,2,False,
ui/src/app/components/data-view/data-view-sidebar/data-view-sidebar-name-field.jsx,data-view-sidebar-name-field.jsx,"TextField
MuiChip
AddCircle
InputAdornment",Collapse,5,False,
ui/src/app/components/data-view/data-view-table/data-view-table-action-buttons.jsx,data-view-table-action-buttons.jsx,"DeleteIcon
IconButton
EditIcon",,3,True,
ui/src/app/components/data-view/data-view-upsert/data-view-upsert.jsx,data-view-upsert.jsx,"Typography
red",,2,True,
ui/src/app/components/query-feedback/query-feedback.jsx,query-feedback.jsx,"Popover
Tooltip
Typography
MUIWarningIcon","List
ListItem
ListItemText",7,True,
ui/src/app/components/secondary-nav/secondary-nav-item.jsx,secondary-nav-item.jsx,Divider,,1,True,
ui/src/app/components/boundary-config/boundary-config-page.jsx,boundary-config-page.jsx,"Switch
WarningIcon",,2,True,"

 Webb UI Related Notes:
 Switch
 WarningIcon"
ui/src/app/components/boundary-config/boundary-table.jsx,boundary-table.jsx,"DeleteIcon
EditIcon",,2,True,"

 Webb UI Related Notes:
 EditIcon
 DeleteIcon"
ui/src/app/components/boundary-config/add-button.jsx,add-button.jsx,Popover,"ListItem
List
ListItemText",4,True,"

 Webb UI Related Notes:
 Popover
 
 "
ui/src/app/components/boundary-config/boundary-dialog.jsx,boundary-dialog.jsx,"Popover
DialogActions
DialogContent
DialogTitle
Dialog
Typography
InputAdornment",,7,True,"ReactColor :question_mark: library?







 Webb UI Related Notes:
 Dialog
 DialogTitle
 DialogActions
 DialogContent
 Popover
 InputAdornment
 Typography"
ui/src/app/components/dashboards-list/dashboards-list-card.jsx,dashboards-list-card.jsx,"HomeIcon
HomeOutlinedIcon
NotInterestedIcon",Grid,4,True,"

 Webb UI Related Notes:
 NotInterestedIcon :question_mark:
 HomeIcon
 HomeOutlinedIcon"
ui/src/app/components/dashboards-list/dashboards-list-constants.jsx,dashboards-list-constants.jsx,"lightBlue
red
orange",grey,4,False,"

 Webb UI Related Notes:
 grey
 red
 lightBlue
 orange"
ui/src/app/components/dashboards-list/dashboards-list-page-controls.jsx,dashboards-list-page-controls.jsx,"SearchIcon
IconButton
InputBase
BackspaceIcon
InputAdornment",,5,True,"

 Webb UI Related Notes:
 SearchIcon
 BackspaceIcon
 InputBase
 IconButton
 InputAdornment"
ui/src/app/components/dashboards-list/dashboards-list-loading-state.jsx,dashboards-list-loading-state.jsx,,"Grid
Skeleton",2,True,"

 Webb UI Related Notes:
 
 "
ui/src/app/components/dashboards-list/dashboards-list-cards-recents.jsx,dashboards-list-cards-recents.jsx,ExpandMoreIcon,Grid,2,True,"

 Webb UI Related Notes:
 ExpandMoreIcon
 SecondaryButton :question_mark:"
ui/src/app/components/dashboards-list/dashboards-list-empty-state.jsx,dashboards-list-empty-state.jsx,Typography,"Grid
grey",3,True,"

 Webb UI Related Notes:
 grey
 Typography
 PrimaryButton :question_mark:"
ui/src/app/components/dashboards-list/dashboards-list-card-actions.jsx,dashboards-list-card-actions.jsx,"StarIcon
StarBorderIcon
IconButton",,3,True,"

 Webb UI Related Notes:
 IconButton
 StartBorderIcon
 StarIcon"
ui/src/app/components/dashboards-list/dashboards-list-cards.jsx,dashboards-list-cards.jsx,,Grid,1,False,"

 Webb UI Related Notes:
 "
ui/src/app/components/dashboards-list/dashboards-list-sidebar.jsx,dashboards-list-sidebar.jsx,"StarBorderIcon
ReportIcon
AccessTimeIcon
_ListItem
NotInterestedIcon","withStyles
List",7,True,"

 Webb UI Related Notes:
 withStyles
 StarBorderIcon
 AccessTimeIcon
 NotInterestedIcon
 ReportIcon"
ui/src/app/components/dashboards-list/dashboards-list-card-options-menu.jsx,dashboards-list-card-options-menu.jsx,"Paper
ToggleOffIcon
IconButton
HomeIcon
HomeOutlinedIcon
Popover
ToggleOnIcon
MoreVertIcon
EditIcon","List
ListItemIcon
ListItem
ListItemText",13,True,"

 Webb UI Related Notes:
 IconButton
 MoreVertIcon
 EditIcon
 HomeIcon
 HomeOutlinedIcon
 ToggleOffIcon
 ToggleOnIcon
 Popover
 Paper
 ListItemIcon"
ui/src/app/components/tabular-list-field/tabular-list-display.jsx,tabular-list-display.jsx,,makeStyles,1,True,
ui/src/app/components/tabular-list-field/shared.jsx,shared.jsx,"IconButton
DialogActions",makeStyles,3,True,
ui/src/app/components/tabular-list-field/select-dialog.jsx,select-dialog.jsx,Box,,1,True,
ui/src/app/components/tabular-list-field/tabular-list-field.jsx,tabular-list-field.jsx,"AddIcon
IconButton","DeleteOutline
makeStyles",4,True,
ui/src/app/components/tabular-list-field/configure-new.tsx,configure-new.tsx,OpenInNewIcon,,1,True,
ui/src/app/components/tabular-list-field/tabular-list-condensed.jsx,tabular-list-condensed.jsx,"Box
ListItem as MUIListItem",withStyles,3,True,
ui/src/app/components/tabular-list-field/display-title.tsx,display-title.tsx,FormLabel,,1,False,
ui/src/app/components/query-status/query-status-page.jsx,query-status-page.jsx,"Typography
Link",,2,True,
ui/src/app/components/playground/playground.tsx,playground.tsx,Button,,1,True,
ui/src/app/components/save-actions/save-actions.tsx,save-actions.tsx,"Box
Button",,2,True,
ui/src/app/components/table-filter/filter-creator-popover.jsx,filter-creator-popover.jsx,"Button
_Popover
TextField",MenuItem,4,False,
ui/src/app/components/table-filter/table-filter.jsx,table-filter.jsx,"Chip
AddCircleIcon",,2,True,
ui/src/app/components/deployment-setup/deployment-tags-list.jsx,deployment-tags-list.jsx,"ExpandMoreIcon
Typography","Accordion
AccordionDetails
AccordionSummary",5,False,"

 Webb UI Related Notes:
 ExpandMoreIcon
 Typography
 "
ui/src/app/components/deployment-setup/deployment-setup-page.jsx,deployment-setup-page.jsx,,Grid,1,True,"

 Webb UI Related Notes:
 "
ui/src/app/components/position-select/position-select.jsx,position-select.jsx,Typography,,1,True,
ui/src/app/components/display/display.jsx,display.jsx,"DownloadIcon
BarChartIcon
SearchIcon",,3,True,
ui/src/app/components/display/overflow-menu.jsx,overflow-menu.jsx,"IconButton
Popover
MoreVertIcon","withStyles
List
ListItemIcon
ListItem
ListItemText",8,True,
ui/src/app/components/display/display-utils.jsx,display-utils.jsx,"Box
Typography",,2,True,
ui/src/app/components/display/settings-menu.jsx,settings-menu.jsx,"IconButton
ClickAwayListener
Popper
Paper
SettingsIcon",,5,True,
ui/src/app/components/display/viz-content.jsx,viz-content.jsx,Typography,,1,True,
ui/src/app/components/display/loading-spinner.jsx,loading-spinner.jsx,,CircularProgress,1,False,
ui/src/app/components/display/filters/dimensions-filter.jsx,dimensions-filter.jsx,Popover,"ListItem
List
ListItemText",4,False,
ui/src/app/components/display/filters/columns-filter.jsx,columns-filter.jsx,Popover,"ListItem
List
ListItemText",4,False,
ui/src/app/components/display/filters/show-unmatched-filter.jsx,show-unmatched-filter.jsx,"FormControlLabel
Checkbox",FormControl,3,False,
ui/src/app/components/display/filters/toggle-measures-filter.jsx,toggle-measures-filter.jsx,,"ToggleButtonGroup
ToggleButton",2,False,
ui/src/app/components/display/filters/toggle-dimensions-filter.jsx,toggle-dimensions-filter.jsx,,"ToggleButtonGroup
ToggleButton",2,False,
ui/src/app/components/display/filters/enabled-filter.jsx,enabled-filter.jsx,"FormControlLabel
Radio",RadioGroup,3,True,
ui/src/app/components/display/filters/time-range-filter.jsx,time-range-filter.jsx,"MUIDialogActions
Box
ClickAwayListener
CheckIcon
Paper
Popper
Typography","List
ListItem",9,True,
ui/src/app/components/display/filters/search-filter.jsx,search-filter.jsx,"TextField
Search
InputAdornment",FormControl,4,False,
ui/src/app/components/display/filters/measures-filter.jsx,measures-filter.jsx,Popover,"ListSubheader
List
ListItem
ListItemText",5,False,
ui/src/app/components/display/filters/time-over-time-toggle-filter.jsx,time-over-time-toggle-filter.jsx,,"ToggleButtonGroup
ToggleButton
FormControl",3,False,
ui/src/app/components/display/filters/filter-row.jsx,filter-row.jsx,"Button
ArrowDropDownIcon",,2,True,
ui/src/app/components/unit-type/unit-type-picker.tsx,unit-type-picker.tsx,,withStyles,1,True,
ui/src/app/components/unit-type/unit-type-toggle.jsx,unit-type-toggle.jsx,,"ToggleButtonGroup
ToggleButton",2,False,
ui/src/app/components/config-rules/rule-popover.jsx,rule-popover.jsx,"OpenInNewIcon
Popover",,2,True,"

 Webb UI Related Notes:
 Popover
 OpenInNewIcon"
ui/src/app/components/config-rules/config-rules-list-page.jsx,config-rules-list-page.jsx,Popover,"ListItem
List
ListItemText",4,True,"

 Webb UI Related Notes:
 Popover
 
 "
ui/src/app/components/config-rules/order-widget.jsx,order-widget.jsx,"ArrowDropUpIcon
ArrowDropDownIcon
TextField",grey,4,False,"

 Webb UI Related Notes:
 Textfield
 grey
 ArrowDropUpIcon
 ArrowDropDownIcon"
ui/src/app/components/config-rules/config-rules-table.jsx,config-rules-table.jsx,"Popover
DeleteIcon
MoreVertIcon
EditIcon","List
ListItem
ListItemText",7,True,"

 Webb UI Related Notes:
 EditIcon
 DeleteIcon
 MoreVertIcon
 Popover"
ui/src/app/components/config-rules/config-rule-form.jsx,config-rule-form.jsx,Typography,,1,True,"

 Webb UI Related Notes:
 Typography"
ui/src/app/components/config-rules/interface-summary.jsx,interface-summary.jsx,"LaunchIcon
ChevronRight",Grid,3,True,"

 Webb UI Related Notes:
 LaunchIcon
 ChevronRight
 Grid"
ui/src/app/components/config-rules/conflict-popover.jsx,conflict-popover.jsx,"Typography
OpenInNewIcon
Popover",,3,True,"

 Webb UI Related Notes:
 Popover
 Typography
 OpenInNewIcon"
ui/src/app/components/config-rules/config-rules-edit-page.jsx,config-rules-edit-page.jsx,Typography,,1,True,"

 Webb UI Related Notes:
 Typography"
ui/src/app/components/config-rules/summary-card.jsx,summary-card.jsx,"CardContent
CardActions
Card
Typography",,4,True,"

 Webb UI Related Notes:
 Card
 CardContent
 CardActions
 Typography"
ui/src/app/components/config-rules/execution-button.jsx,execution-button.jsx,LaunchIcon,,1,True,"

 Webb UI Related Notes:
 LaunchIcon"
ui/src/app/components/config-rules/rule-preview/rule-preview.jsx,rule-preview.jsx,Badge,,1,True,"

 Webb UI Related Notes:
 Badge"
ui/src/app/components/config-rules/rule-preview/rule-preview-search.jsx,rule-preview-search.jsx,"TextField
Search
InputAdornment",CircularProgress,4,False,"

 Webb UI Related Notes:
 TextField
 InputAdornment
 SearchIcon
 CircularProgress"
ui/src/app/components/config-rules/form-components/simple-boundary.jsx,simple-boundary.jsx,"ArrowDropDownIcon
InputAdornment",MenuItem,3,True,"

 Webb UI Related Notes:
 MenuItem
 InputAdornment
 ArrowDropDownIcon"
ui/src/app/components/config-rules/form-components/peer.jsx,peer.jsx,"ArrowDropDownIcon
Radio
FormHelperText
FormControlLabel
InputAdornment",MenuItem,6,True,"

 Webb UI Related Notes:
 Radio
 FormControlLabel
 MenuItem
 ArrowDropDownIcon
 InputAdornment
 FormHelperText"
ui/src/app/components/config-rules/form-components/description.jsx,description.jsx,TextField,,1,False,"

 Webb UI Related Notes:
 Textfield"
ui/src/app/components/config-rules/interface-inspection/form-components/interface-classification-field.jsx,interface-classification-field.jsx,"FormControlLabel
Radio",,2,False,"

 Webb UI Related Notes:
 Radio
 FormControlLabel"
ui/src/app/components/defender/consoles/protected-objects-list/protected-objects-list-page.jsx,protected-objects-list-page.jsx,Typography,Grid,2,True,"

 Webb UI Related Notes:
 Typography"
ui/src/app/components/defender/consoles/protected-objects-list/list-table/list-table-helpers.jsx,list-table-helpers.jsx,Box,grey,2,True,"Use theme.palette.grey[xxx]


 Webb UI Related Notes:
 Box
 theme (now grey)"
ui/src/app/components/defender/consoles/protected-objects-list/list-table/list-table-cells/matches-cell.jsx,matches-cell.jsx,Box,,1,True,"

 Webb UI Related Notes:
 Box"
ui/src/app/components/defender/consoles/protected-objects-list/list-table/list-table-cells/name-cell/name-cell.jsx,name-cell.jsx,Box,,1,True,"

 Webb UI Related Notes:
 Box"
ui/src/app/components/defender/consoles/events-summary/events-summary-console-page.jsx,events-summary-console-page.jsx,,Grid,1,True,"

 Webb UI Related Notes:
 "
ui/src/app/components/defender/consoles/events-summary/events-table/events-table.jsx,events-table.jsx,"Box
MuiThemeProvider",,2,True,"

 Webb UI Related Notes:
 Box
 ThemeProvider (now (MuiThemeProvider)"
ui/src/app/components/defender/consoles/events-summary/ddos-traffic/ddos-traffic-line-chart.jsx,ddos-traffic-line-chart.jsx,Box,makeStyles,2,True,"

 Webb UI Related Notes:
 Box"
ui/src/app/components/defender/consoles/shared/query-type-control.jsx,query-type-control.jsx,,ToggleButtonGroup,1,False,"

 Webb UI Related Notes:
 "
ui/src/app/components/defender/consoles/shared/distribution-chart.jsx,distribution-chart.jsx,,makeStyles,1,True,"

 Webb UI Related Notes:
 "
ui/src/app/components/defender/consoles/shared/console-cube-visualization.jsx,console-cube-visualization.jsx,"deepPurple
red
blue
teal
pink",,5,True,"Use theme.palette.info[xxx] for blue & theme.palette.error[xxx] for red



 Webb UI Related Notes:
 theme (now blue & red)
 
 "
ui/src/app/components/defender/consoles/shared/traffic-type-toggle.jsx,traffic-type-toggle.jsx,,"makeStyles
ToggleButtonGroup
ToggleButton",3,False,"

 Webb UI Related Notes:
 
 
 "
ui/src/app/components/defender/consoles/shared/select-charts-control.jsx,select-charts-control.jsx,"Popover
Checkbox","ArrowDropDown
withStyles
List
ListItemIcon
ListItem
ListItemText",8,True,"

 Webb UI Related Notes:
 CheckboxField (now Checkbox)
 Popover
 
 
 
 "
ui/src/app/components/defender/consoles/shared/chart-placeholder.jsx,chart-placeholder.jsx,Button,,1,True,"

 Webb UI Related Notes:
 Button"
ui/src/app/components/defender/consoles/shared/direction-type-control.jsx,direction-type-control.jsx,Box,ToggleButtonGroup,2,False,"

 Webb UI Related Notes:
 Box"
ui/src/app/components/defender/consoles/shared/gray-bg-toggle.jsx,gray-bg-toggle.jsx,,"ToggleButton
withStyles",2,False,"

 Webb UI Related Notes:
 
 "
ui/src/app/components/defender/consoles/shared/query-type-visualization-display.jsx,query-type-visualization-display.jsx,"DonutIcon
BarChartIcon","ToggleButtonGroup
ToggleButton
withStyles",5,True,"

 Webb UI Related Notes:
 
 
 
 
 "
ui/src/app/components/defender/consoles/shared/charts-container.jsx,charts-container.jsx,,Grid,1,False,"

 Webb UI Related Notes:
 "
ui/src/app/components/defender/consoles/shared/query-types.jsx,query-types.jsx,,"ShowChart
DonutLarge",2,False,"

 Webb UI Related Notes:
 
 "
ui/src/app/components/defender/consoles/shared/segmented-counter/counts-container.jsx,counts-container.jsx,Box,,1,True,"

 Webb UI Related Notes:
 Box"
ui/src/app/components/defender/consoles/shared/segmented-counter/count-item.jsx,count-item.jsx,"Box
Typography",,2,True,"

 Webb UI Related Notes:
 Box
 Typography"
ui/src/app/components/defender/consoles/shared/events-table/helpers.mjs,helpers.mjs,createTheme,withStyles,2,True,"

 Webb UI Related Notes:
 
 "
ui/src/app/components/defender/consoles/shared/events-table/event-status-cell.jsx,event-status-cell.jsx,,Grid,1,True,"

 Webb UI Related Notes:
 "
ui/src/app/components/defender/consoles/shared/events-table/use-events-table-headers.tsx,use-events-table-headers.tsx,"Box
Tooltip",,2,False,"

 Webb UI Related Notes:
 Box
 Tooltip"
ui/src/app/components/defender/consoles/shared/events-table/event-status-cell-styled.tsx,event-status-cell-styled.tsx,,"Grid
withStyles",2,False,"

 Webb UI Related Notes:
 
 "
ui/src/app/components/defender/consoles/shared/events-table/mitigations-cell/mitigation-details.tsx,mitigation-details.tsx,Box,,1,False,"

 Webb UI Related Notes:
 Box"
ui/src/app/components/defender/consoles/shared/events-table/mitigations-cell/status-icon.spec.jsx,status-icon.spec.jsx,red,,1,True,"Use theme.palette.error[xxx]

 Webb UI Related Notes:
 theme (now red)"
ui/src/app/components/defender/consoles/shared/events-table/mitigations-cell/status-icon.tsx,status-icon.tsx,"Box
VerifiedUserOutlinedIcon",withStyles,3,True,"

 Webb UI Related Notes:
 Box
 "
ui/src/app/components/defender/consoles/shared/events-table/events-filter/filter-prefix.tsx,filter-prefix.tsx,Box,,1,True,"

 Webb UI Related Notes:
 Box"
ui/src/app/components/defender/consoles/shared/events-table/events-filter/filter-type.tsx,filter-type.tsx,Box,,1,True,"

 Webb UI Related Notes:
 Box"
ui/src/app/components/defender/consoles/shared/events-table/events-filter/footer-actions.tsx,footer-actions.tsx,Box,,1,False,"

 Webb UI Related Notes:
 Box"
ui/src/app/components/defender/consoles/shared/events-table/events-filter/tooltip-description.tsx,tooltip-description.tsx,,withStyles,1,True,"

 Webb UI Related Notes:
 "
ui/src/app/components/defender/consoles/shared/events-table/events-filter/events-filter.tsx,events-filter.tsx,"Box
ClickAwayListener
Popper
Paper
Typography",withStyles,6,True,"

 Webb UI Related Notes:
 Box
 ClickAwayListener
 Paper
 Popover (now Popper)
 Typography"
ui/src/app/components/defender/consoles/shared/event-status/event-status.tsx,event-status.tsx,SvgIcon,,1,True,"

 Webb UI Related Notes:
 SvgIcon"
ui/src/app/components/defender/consoles/event/event-console-page.jsx,event-console-page.jsx,Box,,1,True,"

 Webb UI Related Notes:
 Box"
ui/src/app/components/defender/consoles/event/event-console-tabs.jsx,event-console-tabs.jsx,Box,Grid,2,True,"

 Webb UI Related Notes:
 Box"
ui/src/app/components/defender/consoles/event/event-characteristics/event-characteristics-tab.jsx,event-characteristics-tab.jsx,Box,"Grid
withStyles",3,False,"

 Webb UI Related Notes:
 Box
 "
ui/src/app/components/defender/consoles/event/event-characteristics/controls.jsx,controls.jsx,,"Grid
withStyles",2,True,"

 Webb UI Related Notes:
 
 "
ui/src/app/components/defender/consoles/event/event-timeline/genome-tag-cell.jsx,genome-tag-cell.jsx,Box,withStyles,2,True,"

 Webb UI Related Notes:
 Box"
ui/src/app/components/defender/consoles/event/event-timeline/filter-menu.jsx,filter-menu.jsx,"Popover
FormControlLabel
Radio",,3,True,"

 Webb UI Related Notes:
 Popover
 RadioField (now FormControlLabel & Radio)"
ui/src/app/components/defender/consoles/event/event-timeline/event-timeline-table.jsx,event-timeline-table.jsx,"Box
FilterList
IconButton",ErrorOutline,4,True,"

 Webb UI Related Notes:
 Box
 IconButton
 FilterListIcon (now FilterList)"
ui/src/app/components/defender/consoles/event/event-details/event-console-details.jsx,event-console-details.jsx,,Grid,1,True,"

 Webb UI Related Notes:
 "
ui/src/app/components/defender/consoles/event/event-details/event-mitigation-list/mitigation-actions.jsx,mitigation-actions.jsx,MoreVertIcon,,1,True,"

 Webb UI Related Notes:
 MoreVerticalIcon (now MoreVertIcon)"
ui/src/app/components/defender/consoles/event/event-details/event-mitigation-list/mitigation-list-card.jsx,mitigation-list-card.jsx,"ExpandMoreIcon
Box
Typography","Accordion
withStyles
Grid
AccordionDetails
AccordionSummary",8,True,"

 Webb UI Related Notes:
 Box
 Typography
 
 
 
 "
ui/src/app/components/defender/consoles/event/event-details/event-traffic/event-traffic-display.jsx,event-traffic-display.jsx,"Box
red",,2,True,"Use theme.palette.error[xxx]


 Webb UI Related Notes:
 Box
 theme (now red)"
ui/src/app/components/defender/consoles/event/event-details/event-traffic/event-traffic-timechart.jsx,event-traffic-timechart.jsx,Box,StopTwoTone,2,True,"

 Webb UI Related Notes:
 Box"
ui/src/app/components/defender/consoles/event/event-details/event-traffic/series-labels.jsx,series-labels.jsx,Box,Grid,2,True,"

 Webb UI Related Notes:
 Box"
